Site_Name,Line_No,Array ,Induced_Polarization,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Stack,Vab ,Pab ,Rab ,Tx-Bat,Rx-Bat
Kyles Landing,4,Dipole-Dipole,No,13.5,18,34.5,39,162.64,0.03,0,-89,-72.285,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,39,43.5,198.52,0.03,0,27.83,-48.527,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,43.5,36,186.82,0.03,0,8.06,94.721,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,36,40.5,181.98,0.03,0,25.3,-65.356,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,40.5,45,194.91,0.05,0,-56.9,-40,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,45,37.5,191.83,0.03,0,20,80.439,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,37.5,42,193.37,0.03,0,-16.25,-56.934,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,18,42,46.5,168.06,0.03,0,73.58,-29.24,609.252,3,363,221,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,43.5,49.5,136.66,0.03,0,68.24,-38.91,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,49.5,55.5,156.08,0,0,-69.44,-25.393,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,55.5,45,133.31,0.04,0,-22.88,47.842,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,45,51,117.71,0,0,85.48,-28.838,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,51,57,201.52,0.03,0,12.37,-28.942,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,57,46.5,156.14,0,0,-20.46,48.904,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,46.5,52.5,119.93,0,0,101.34,-25.47,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,52.5,48,121.37,0,0,-115.64,17.916,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,19.5,48,54,134.08,0.04,0,20.36,-24.847,644.012,3,346,223,0.5,11.15,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,52.5,60,244.62,0.03,0,-56.92,-50.612,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,60,67.5,222.33,0.03,0,-10.52,-26.833,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,67.5,54,246.6,0.05,0,-27.31,68.004,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,54,61.5,257.08,0,0,2.86,-47.364,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,61.5,55.5,277.39,0.05,0,-60.26,38.41,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,55.5,63,263.7,0.05,0,91.04,-43.453,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,63,57,241.18,0.05,0,-16.5,29.944,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,57,64.5,234.98,0.04,0,16.65,-34.775,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,64.5,58.5,206.65,0.04,0,55.38,23.095,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,21,58.5,66,217.7,0.04,0,-99.15,-29.043,660.117,3,339,224,0.5,11.29,12.53
Kyles Landing,4,Dipole-Dipole,No,13.5,22.5,61.5,70.5,228.58,0.03,0,-30.36,-36.897,668.03,3,336,225,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,16.5,18,19.5,101.11,0.03,0,-53.29,-2218.735,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,16.5,19.5,21,119.11,0.03,0,42.47,-653.445,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,16.5,21,22.5,118.96,0.81,0,343.64,-261.05,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,16.5,22.5,24,102.41,1.75,0,-428.27,-112.366,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,16.5,24,25.5,103.61,0.06,0,11.88,-64.961,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,16.5,25.5,27,127.91,0.03,0,114.08,-50.123,620.464,3,356,221,0.6,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,15,18,27,30,138.58,0,0,-233.33,-148.517,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,30,33,116.23,0,0,46.11,-62.284,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,33,36,144.36,0.03,0,-35.1,-44.204,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,36,28.5,127.28,0,0,55.71,162.394,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,28.5,31.5,124.29,0.03,0,151.81,-92.261,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,31.5,34.5,123.34,0.05,0,-151.92,-49.302,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,18,34.5,37.5,169.08,0.05,0,-66.78,-40.55,606.046,3,365,221,0.6,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,36,40.5,192.32,0.04,0,24.4,-89.573,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,40.5,45,206.09,0,0,-55.96,-52.792,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,45,37.5,202.76,0.03,0,19.15,107.729,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,37.5,42,204.48,0.03,0,-16.14,-76.953,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,42,46.5,178,0,0,74.12,-38.279,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,46.5,39,195.87,0.03,0,-79.4,86.067,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,39,43.5,209.81,0.03,0,27.93,-64.735,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,19.5,43.5,48,150.58,0,0,37.84,-27.453,638.445,3,348,222,0.5,11.2,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,45,51,120.48,0,0,84.69,-34.805,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,51,57,208.12,0.04,0,12.01,-34.357,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,57,46.5,160.01,0.03,0,-20.21,58.268,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,46.5,52.5,122.59,0.03,0,99.42,-30.476,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,52.5,58.5,260.29,0.03,0,-8.21,-37.933,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,58.5,48,187.33,0.03,0,-104.62,59.539,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,48,54,138.6,0.03,0,20.69,-29.868,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,54,49.5,150.12,0,0,10.83,22.486,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,21,49.5,55.5,161.05,0.03,0,-68.2,-30.284,653.478,3,341,223,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,54,61.5,251.45,0.04,0,1.35,-52.135,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,61.5,69,234.98,0,0,-28.01,-28.42,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,69,55.5,255.7,0.03,0,-30.56,70.66,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,55.5,63,258.11,0.03,0,88.43,-47.654,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,63,57,236.2,0.04,0,-15.28,32.774,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,57,64.5,230.75,0.04,0,15.6,-38.104,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,64.5,58.5,203.1,0,0,54.76,25.27,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,58.5,66,214.13,0.04,0,-97.33,-31.755,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,66,60,214.62,0.04,0,50.1,24.036,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,15,22.5,60,67.5,218.6,0.03,0,-11.6,-29.225,661.497,3,339,224,0.5,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,19.5,21,96.63,0.04,0,52.44,-1869.629,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,21,22.5,104.26,0.18,0,-117.88,-504.294,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,22.5,24,91.45,0.46,0,-46.84,-176.936,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,24,25.5,95.19,0.03,0,12.23,-92.09,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,25.5,27,120.19,0,0,115.41,-66.443,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,18,27,28.5,142.23,0,0,-167.19,-49.14,547.056,3,422,231,0.8,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,28.5,31.5,123.84,0.04,0,152.44,-123.976,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,31.5,34.5,120.58,0.03,0,-151.72,-60.357,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,34.5,37.5,161.97,0.05,0,-67.54,-46.328,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,37.5,30,129.14,0.03,0,2.74,153.91,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,30,33,114.77,0,0,46.18,-79.58,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,33,36,139.66,0.05,0,-35.08,-52.145,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,19.5,36,39,181.88,0.04,0,-34.54,-40.744,566.108,3,406,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,16.5,21,37.5,42,194.78,0.03,0,-15.45,-81.587,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,42,46.5,168.66,0,0,74.51,-38.854,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,46.5,39,186.07,0.04,0,-80.73,88.904,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,39,43.5,199.15,0.03,0,28.45,-67.401,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,43.5,48,142.79,0.04,0,39,-27.616,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,48,40.5,171.75,0,0,-6.76,67.867,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,40.5,45,195.51,0.03,0,-54.02,-54.247,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,21,45,49.5,113.95,0,0,92.28,-18.683,574.16,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,46.5,52.5,110.59,0,0,97.53,-28.231,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,52.5,58.5,236.22,0.04,0,-8.99,-34.459,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,58.5,48,169.02,0.03,0,-102.4,54.388,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,48,54,125.13,0.03,0,20.67,-27.487,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,54,60,251.75,0.04,0,36.1,-32.418,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,60,49.5,189.02,0,0,-25.29,53.083,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,49.5,55.5,145.81,0.03,0,-66.9,-27.766,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,55.5,51,156.37,0,0,59.86,20.696,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,22.5,51,57,188.57,0.04,0,12.02,-31.333,577.436,3,399,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,55.5,63,229.15,0.03,0,86.1,-42.102,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,63,70.5,220.75,0.06,0,-57.36,-23.66,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,70.5,57,214.83,0,0,42.99,52.607,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,57,64.5,205.09,0.05,0,14.7,-33.554,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,64.5,58.5,180.81,0.04,0,53.92,22.232,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,58.5,66,190.6,0.03,0,-95.83,-27.89,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,66,60,191.27,0.04,0,50.16,21.088,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,60,67.5,194.89,0.05,0,-12.19,-25.612,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,67.5,61.5,199.68,0.05,0,-22.49,19.817,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,16.5,24,61.5,69,210.92,0.05,0,-27.27,-24.987,586.185,3,376,220,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,21,22.5,90.08,0,0,-24.67,-1795.213,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,22.5,24,85.91,0.23,0,-213.75,-428.061,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,24,25.5,91.82,0.51,0,10.04,-182.995,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,25.5,27,119.45,0,0,116.52,-119.032,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,27,28.5,144.91,0.03,0,-167.72,-82.518,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,19.5,28.5,30,130.56,0.04,0,-64.07,-46.465,563.508,3,406,229,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,30,33,113.6,0.04,0,45.68,-114.66,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,33,36,136.62,0.04,0,-35.43,-68.95,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,36,39,175.61,0,0,-34.31,-50.644,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,39,31.5,137.26,0.03,0,242.51,164.934,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,31.5,34.5,118.7,0.05,0,-151.14,-82.986,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,34.5,37.5,156.72,0.04,0,-68.06,-58.998,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,21,37.5,40.5,188.09,0.03,0,37.47,-42.484,570.77,3,405,231,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,39,43.5,177.41,0.03,0,28.09,-74.16,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,43.5,48,128.02,0.03,0,39.42,-29.431,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,48,40.5,153.87,0,0,-8.03,73.373,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,40.5,45,174.49,0.03,0,-52.98,-58.936,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,45,49.5,102.22,0.03,0,91.94,-19.73,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,49.5,42,135.67,0.03,0,-90.21,53.503,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,42,46.5,150.76,0.03,0,75.2,-41.746,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,22.5,46.5,51,105.09,0.04,0,8.26,-17.195,572.995,3,401,230,0.7,11.18,12.53
Kyles Landing,4,Dipole-Dipole,No,18,24,48,54,108.26,0.03,0,20.21,-28.441,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,54,60,219.68,0.05,0,34.53,-32.977,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,60,49.5,163.97,0,0,-24.55,54.296,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,49.5,55.5,126.46,0.03,0,-66.07,-28.587,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,55.5,61.5,229.45,0.03,0,56.87,-30.405,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,61.5,51,178.73,0.02,0,2.56,51.652,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,51,57,163.8,0.04,0,12.2,-32.097,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,57,52.5,189.88,0.04,0,76.42,25.863,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,24,52.5,58.5,205.59,0.06,0,-9.53,-35.155,594.22,3,387,230,0.7,11.18,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,57,64.5,182.65,0.04,0,13.39,-33.165,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,64.5,58.5,161.17,0.03,0,52.93,21.933,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,58.5,66,169.78,0.03,0,-94.74,-27.452,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,66,60,170.46,0.03,0,49.99,20.714,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,60,67.5,173.86,0.06,0,-12.89,-25.142,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,67.5,61.5,176.03,0,0,-21.03,19.179,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,61.5,69,186.39,0.03,0,-26.38,-24.207,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,69,63,198.92,0,0,54.74,19.51,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,18,25.5,63,70.5,197.32,0.03,0,-56.02,-23.102,579.303,3,397,230,0.7,11.2,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,21,22.5,24,69.35,0.04,0,-91.69,-1441.457,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,21,24,25.5,77.39,0.22,0,-55.65,-402.176,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,21,25.5,27,105.5,0.36,0,26.02,-219.291,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,21,27,28.5,134.42,0.03,0,-167.6,-139.71,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,21,28.5,30,124.76,0.03,0,-63.02,-74.094,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,21,30,31.5,113.76,0.05,0,217.84,-42.225,587.727,3,374,220,0.6,11.23,12.5
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,31.5,34.5,103.46,0.03,0,-150.81,-107.8,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,34.5,37.5,136.4,0.03,0,-68.97,-71.061,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,37.5,40.5,161.55,0.04,0,37.2,-48.094,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,40.5,33,134.55,0.03,0,11.37,166.9,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,33,36,119.13,0.03,0,-35.04,-85.978,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,36,39,151.85,0.03,0,-33.85,-59.008,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,22.5,39,42,171.62,0.03,0,7.14,-40.016,589.203,3,374,220,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,40.5,45,145.33,0.06,0,-52.09,-65.068,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,45,49.5,85.07,0.05,0,91.2,-20.947,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,49.5,42,113.19,0,0,-90.46,57.81,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,42,46.5,125.45,0.05,0,75.57,-45.383,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,46.5,51,87.7,0.08,0,8.07,-18.13,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,51,43.5,101.47,0.04,0,-61.21,42.859,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,43.5,48,106.58,0.07,0,40.52,-31.611,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,24,48,52.5,91.95,0.13,0,108.76,-16.114,613.717,3,361,222,0.6,11.23,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,49.5,55.5,109.03,0.04,0,-65.43,-28.787,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,55.5,61.5,201.01,0.04,0,55.37,-30.328,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,61.5,51,155.32,0.07,0,2.62,51.694,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,51,57,141.26,0,0,12.19,-32.095,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,57,63,176.09,0.11,0,13.34,-23.453,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,63,52.5,169.57,0.06,0,62.38,49.254,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,52.5,58.5,177.92,0.1,0,-9.64,-35.042,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,58.5,54,198.75,0.06,0,-77.78,27.208,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,25.5,54,60,190.6,0.11,0,33.43,-32.758,597.24,3,371,222,0.6,11.26,12.53
Kyles Landing,4,Dipole-Dipole,No,19.5,27,58.5,66,155.82,0.03,0,-93.71,-28.015,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,66,60,156.51,0.04,0,49.4,21.09,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,60,67.5,159.66,0.06,0,-13.64,-25.562,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,67.5,61.5,161.68,0.04,0,-20.04,19.455,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,61.5,69,171.29,0.04,0,-25.77,-24.528,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,69,63,182.84,0.03,0,53.54,19.726,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,19.5,27,63,70.5,181.51,0.03,0,-54.4,-23.342,573.628,3,398,228,0.7,11.15,12.55
Kyles Landing,4,Dipole-Dipole,No,21,22.5,24,25.5,62.8,0.03,0,-46.05,-1348.821,607.276,3,362,220,0.6,11.29,12.53
