Site_Name,Line_No,Array ,Induced_Polarization,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Stack,Vab ,Pab ,Rab ,Tx-Bat,Rx-Bat
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,2,4,0,6,332.73,0.02,4.86,-29.07,807.091,30.482,6,36,1,1.2,12.58,12.41
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,4,6,2,8,297.14,0.72,3.98,-35.97,800.472,33.853,6,31,1,0.9,12.58,12.41
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,6,8,4,10,366.85,0.23,3.92,58.72,5083.32,174.126,6,127,22,0.7,12.46,12.41
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,6,8,10,0,346.62,0.02,4.45,112.03,-2801.701,174.126,6,127,22,0.7,12.46,12.41
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,6,8,0,14,353.03,0.02,6,-95.47,815.288,174.126,6,127,22,0.7,12.46,12.41
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,10,6,12,340.37,0.05,4.49,347.8,10602.708,391.449,6,344,135,0.9,11.83,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,10,12,2,345.34,0.02,4.04,12.35,-6275.272,391.449,6,344,135,0.9,11.83,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,10,2,16,331.44,0.02,4.63,-9.92,1720.738,391.449,6,344,135,0.9,11.83,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,10,16,0,333.08,0.02,4.41,54.07,-1383.427,391.449,6,344,135,0.9,11.83,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,10,0,18,266.06,0.02,4.79,-76.95,828.785,391.449,6,344,135,0.9,11.83,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,8,12,0,20,212.54,0.02,4.36,-99.61,824.442,292.467,6,265,77,0.9,12.1,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,8,14,331.71,0.05,3.48,445.03,12250.293,464.083,6,494,229,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,14,4,332.79,0.01,2.86,57.89,-7169.319,464.083,6,494,229,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,4,18,279.3,0.03,3.44,-38.26,1719.106,464.083,6,494,229,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,18,2,256.62,0.01,3.28,54.19,-1263.625,464.083,6,494,229,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,2,20,213.96,0.02,4,-73.17,790.184,464.083,6,494,229,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,20,0,199.78,0.02,3.66,102.53,-635.961,480.037,6,506,243,1.1,11.15,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,12,0,22,178.95,0.01,4.07,-77.83,455.715,480.037,6,506,243,1.1,11.15,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,14,2,22,211.41,0.01,3.83,-42.67,1273.569,454.211,6,534,242,1.2,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,14,22,0,199.99,0.01,3.51,69.17,-1015.45,454.211,6,534,242,1.2,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,10,14,0,24,174.74,0.02,4.11,-63.48,721.805,454.211,6,534,242,1.2,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,10,16,367.77,0.05,1.97,653.47,12347.837,421.912,6,481,203,1.1,11.38,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,16,6,405.03,0.01,1.26,-176.32,-7932.685,421.912,6,481,203,1.1,11.38,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,6,20,284.84,0.02,2.97,54.42,1593.878,421.912,6,481,203,1.1,11.38,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,20,4,280.62,0.01,2.65,54.81,-1256.233,421.912,6,481,203,1.1,11.38,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,4,22,243.02,0.02,3.4,-35.28,815.923,421.912,6,481,203,1.1,11.38,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,22,2,222.88,0.01,3.24,48.96,-681.236,460.906,6,519,239,1.1,11.15,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,2,24,191.41,0.02,3.98,-43.33,468.042,460.906,6,519,239,1.1,11.15,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,24,0,181.17,0.02,3.79,66.2,-379.709,460.906,6,519,239,1.1,11.15,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,14,0,26,174.07,0.02,3.87,-76.72,304.031,460.906,6,519,239,1.1,11.15,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,16,4,24,283.49,0.02,4.75,-43.07,1751.33,465.796,6,520,242,1.1,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,16,24,2,262.06,0.02,4.77,50.32,-1364.528,465.796,6,520,242,1.1,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,16,2,26,245.5,0.02,4.85,-59.73,1040,465.796,6,520,242,1.1,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,16,26,0,238.05,0.02,4.71,81.23,-871.865,465.796,6,520,242,1.1,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,12,16,0,28,218.19,0.02,4.74,-52.1,673.967,465.796,6,520,242,1.1,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,12,18,497.09,0.06,3.04,170.95,11315.989,286.069,6,334,96,1.2,11.92,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,18,8,576.75,0.01,3.21,-144.72,-7658.884,286.069,6,334,96,1.2,11.92,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,8,22,459.71,0.02,5.01,244.76,1744.197,286.069,6,334,96,1.2,11.92,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,22,6,424.91,0.02,4.32,-10.64,-1289.714,286.069,6,334,96,1.2,11.92,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,6,24,361.44,0.02,5.23,26.55,822.795,286.069,6,334,96,1.2,11.92,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,24,4,345.16,0.02,5.02,56.58,-1028.754,449.449,6,522,235,1.2,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,4,26,331.31,0.02,5.18,-63.37,789.972,449.449,6,522,235,1.2,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,26,2,303.77,0.02,5.12,68.45,-620.843,449.449,6,522,235,1.2,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,2,28,280.19,0.02,5.25,-37.59,477.207,449.449,6,522,235,1.2,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,16,0,30,261.99,0.02,5.09,-85.07,335.358,450.388,6,522,235,1.2,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,6,26,344.63,0.02,5.31,-7.25,1726.522,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,26,4,330.75,0.01,5.22,71.17,-1396.626,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,4,28,304.59,0.02,5.44,-37.83,1046.371,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,28,2,278.6,0.02,5.34,42.4,-827.489,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,2,30,268.69,0.02,5.39,-69.05,673.059,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,30,0,259.33,0.02,5.19,88.18,-572.28,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,14,18,0,32,261.42,0.03,5.12,-37.55,498.915,377.734,6,606,229,1.6,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,14,20,450.7,0.07,2.51,311.38,9918.62,276.548,6,417,115,1.5,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,20,10,463.33,0.01,2.83,-164.31,-5947.977,276.548,6,417,115,1.5,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,10,24,409.16,0.03,5.23,210.38,1500.736,276.548,6,417,115,1.5,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,24,8,377.46,0.03,5.22,-234.77,-1107.561,276.548,6,417,115,1.5,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,8,26,368.14,0.03,5.61,225.88,810.164,276.548,6,417,115,1.5,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,26,6,335.89,0.02,5.05,-6.16,-888.581,398.923,6,595,238,1.5,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,6,28,305.56,0.02,5.33,35.14,646.667,398.923,6,595,238,1.5,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,28,4,292.9,0.02,5.29,26.28,-531.322,398.923,6,595,238,1.5,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,4,30,282.56,0.02,5.38,-54.75,427.138,398.923,6,595,238,1.5,11.18,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,2,32,262.38,0.02,5.17,-12.76,297.998,399.627,6,597,239,1.5,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,32,0,256.71,0.02,4.97,32.3,-259.169,399.627,6,597,239,1.5,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,18,0,34,267.29,0.03,4.97,-12,236.117,399.627,6,597,239,1.5,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,8,28,331.71,0.02,5.67,232.57,1928.686,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,28,6,300.96,0.02,5.19,-28.22,-1474.927,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,6,30,287.92,0.02,5.33,0.02,1147.919,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,30,4,276.9,0.02,5.25,56.5,-954.508,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,4,32,277.91,0.02,5.31,-6.61,807.942,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,32,2,260.79,0.02,5.16,13.88,-667.913,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,2,34,271.55,0.02,5.1,6.89,601.488,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,34,0,269.17,0.02,4.97,13.14,-532.855,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,16,20,0,36,256.04,0.02,4.83,-44.59,446.604,438.393,6,529,232,1.2,11.23,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,16,22,479.56,0.05,2.78,466.02,11405.125,298.857,6,466,139,1.6,11.71,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,22,12,393.12,0.01,2.58,-72.94,-5453.804,298.857,6,466,139,1.6,11.71,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,12,26,372.19,0.02,4.38,65.3,1475.263,298.857,6,466,139,1.6,11.71,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,26,10,368.95,0.03,4.81,-174.65,-1169.942,298.857,6,466,139,1.6,11.71,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,10,28,339.75,0.04,5.21,203.06,808.01,298.857,6,466,139,1.6,11.71,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,28,8,313.34,0.02,5.25,-226.89,-805.372,387.59,6,601,233,1.6,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,8,30,300.56,0.02,5.48,197.65,618.012,387.59,6,601,233,1.6,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,30,6,276.71,0.02,5.07,2.06,-487.691,387.59,6,601,233,1.6,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,6,32,275.88,0.02,5.16,47.35,405.188,387.59,6,601,233,1.6,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,4,34,281.24,0.02,4.97,14.96,311.391,389.576,6,603,235,1.5,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,34,2,270.55,0.02,4.89,-7.94,-266.27,389.576,6,603,235,1.5,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,20,2,36,255.4,0.02,4.73,-23.7,219.939,389.576,6,603,235,1.5,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,10,30,296.2,0.02,5.12,156.92,1567.882,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,30,8,273.51,0.02,5.2,-188.85,-1220.268,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,8,32,274.04,0.02,5.36,238.26,994.688,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,32,6,255.96,0.02,4.99,-43.48,-803.249,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,6,34,267.93,0.02,4.91,64.01,709.115,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,34,4,266.11,0.02,4.82,-14.75,-620.446,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,4,36,250.19,0.02,4.67,-16.54,504.504,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,36,2,241.46,0.02,4.59,24.1,-435.161,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,2,38,235.37,0.02,4.61,-15.66,373.767,399.105,6,597,238,1.5,11.2,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,18,22,0,40,240.12,0.04,4.63,-45.19,308.87,400.064,6,595,238,1.5,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,18,24,363.78,0.06,2.48,414.46,11221.371,387.629,6,438,170,1.1,11.59,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,24,14,270.84,0.01,3.05,-76.69,-4873.483,387.629,6,438,170,1.1,11.59,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,14,28,300.26,0.02,3.44,100.03,1543.661,387.629,6,438,170,1.1,11.59,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,28,12,277.31,0.02,4.31,-71.84,-1140.541,387.629,6,438,170,1.1,11.59,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,12,30,262.23,0.02,4.41,43.45,808.885,387.629,6,438,170,1.1,11.59,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,30,10,257.88,0.02,4.81,-141.97,-788.67,461.171,6,520,240,1.1,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,10,32,256.1,0.03,4.91,191.41,626.565,461.171,6,520,240,1.1,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,32,8,244.26,0.02,5.01,-226.56,-512.237,461.171,6,520,240,1.1,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,8,34,255.63,0.04,4.99,247.33,446.737,461.171,6,520,240,1.1,11.2,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,6,36,229.88,0.02,4.57,26.17,301.947,462.166,6,517,239,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,36,4,230.9,0.02,4.51,16.86,-269.592,462.166,6,517,239,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,22,4,38,223.67,0.02,4.5,-8.26,228.502,462.166,6,517,239,1.1,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,12,32,257.45,0.02,4.74,83.49,1728.14,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,32,10,255.51,0.02,5.14,-180.39,-1445.603,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,10,34,268.89,0.02,5.1,201.47,1237.71,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,34,8,263.05,0.02,5.14,-239.08,-1046.846,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,8,36,240.54,0.02,5.02,208.24,807.322,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,36,6,234.53,0.02,4.73,-23.43,-693.46,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,6,38,224.15,0.02,4.75,32.67,573.205,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,38,4,225.67,0.02,4.69,9.63,-515.775,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,4,40,228.9,0.02,4.74,-18.58,460.95,506.121,6,481,243,0.9,11.15,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,24,2,42,232.46,0.02,4.87,-45.42,379.816,508.173,6,481,244,0.9,11.2,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,20,26,0,46,218.47,0.02,4.77,-89.92,362.207,451.408,6,520,235,1.2,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,20,26,358,0.1,2.75,806.35,10805.351,379.283,6,316,120,0.8,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,26,16,297.33,0.11,3.61,-448.96,-5234.973,379.283,6,316,120,0.8,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,16,30,339.82,0.02,4.22,93.25,1709.454,379.283,6,316,120,0.8,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,30,14,270.5,0.02,4.39,-52.44,-1088.585,379.283,6,316,120,0.8,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,14,32,269.36,0.02,4.35,102.55,812.997,379.283,6,316,120,0.8,11.83,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,32,12,253.45,0.02,5.04,-80.99,-894.417,532.149,6,444,236,0.8,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,12,34,266.32,0.03,4.96,101.7,751.86,532.149,6,444,236,0.8,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,34,10,270.29,0.03,5.26,-190.49,-654.061,532.149,6,444,236,0.8,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,10,36,244.73,0.03,5.13,159.36,493.507,532.149,6,444,236,0.8,11.26,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,8,38,228.42,0.02,5.26,205.85,346.795,534.193,6,442,236,0.8,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,38,6,224.85,0.02,4.98,-28.66,-303.434,534.193,6,442,236,0.8,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,24,6,40,227,0.02,4.98,19.85,268.047,534.193,6,442,236,0.8,11.23,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,14,34,256.5,0.02,4.63,116.79,1600.44,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,34,12,248.51,0.02,5.17,-99.56,-1306.902,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,12,36,221.3,0.02,5.01,68.42,946.836,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,36,10,223.43,0.02,5.21,-154.51,-826.479,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,10,38,210.06,0.02,5.32,163.67,655.338,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,38,8,206.85,0.02,5.27,-203.82,-568.483,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,8,40,208.05,0.03,5.41,195.55,494.531,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,40,6,206.27,0.02,5.14,-18.88,-438.201,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,6,42,210.78,0.02,5.29,-0.75,394.543,470.445,6,494,233,1.1,11.26,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,26,4,44,211.91,0.03,5.15,-53.69,320.728,470.739,6,491,231,1,11.26,12.39
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,22,28,2,48,210.36,0.03,4.93,-51.6,360.645,466.786,6,517,241,1.1,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,22,28,232.96,0.11,3.4,818.16,9726.879,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,28,18,214.94,0.12,3.89,-433.3,-5235.002,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,18,32,270.74,0.03,4.83,132.09,1884.039,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,32,16,237.2,0.03,5.17,-115.5,-1320.516,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,16,34,259.34,0.02,5.23,136.1,1082.831,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,34,14,230.73,0.02,5.16,-116.84,-802.795,524.685,6,428,225,0.8,11.32,12.35
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,14,36,200.9,0.02,4.98,83.36,578.643,542.902,6,441,239,0.8,11.18,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,36,12,198.44,0.02,5.27,-67.6,-489.907,542.902,6,441,239,0.8,11.18,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,12,38,181.32,0.02,5.4,76.11,373.03,542.902,6,441,239,0.8,11.18,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,10,40,184.25,0.03,5.64,148.89,285.657,545.498,6,441,241,0.8,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,40,8,185.5,0.07,5.58,-187.96,-255.628,545.498,6,441,241,0.8,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,26,8,42,188.36,0.09,5.75,168.6,227.132,545.498,6,441,241,0.8,11.23,12.37
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,16,36,252.46,0.02,4.87,95.19,1740.277,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,36,14,223.17,0.02,4.59,-82.94,-1296.644,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,14,38,202.86,0.02,4.79,91.44,958.899,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,38,12,200.49,0.03,4.97,-75.47,-819.373,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,12,40,197.88,0.03,5.24,66.9,682.031,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,40,10,203.52,0.06,5.25,-148.28,-617.948,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,10,42,206.46,0.08,5.47,128.99,542.165,519.744,6,463,241,0.9,11.29,12.32
Kyles Landing,1,Reciprocal Schlumberger - Induced Polarization,Yes,24,28,42,8,209.45,0.11,5.38,-167.11,-491.578,519.744,6,463,241,0.9,11.29,12.32
